season,team,games_scheduled,expected_wins,fair_win_line,wins,games,win_pct,transition,error
2023,Air Force,12,9.012397597408139,8.5,9.0,13.0,0.6923076923076923,2022->2023,0.01239759740813895
2023,Akron,12,3.298421182462658,2.5,2.0,12.0,0.1666666666666666,2022->2023,1.2984211824626581
2023,Alabama,14,10.982229045791701,10.5,12.0,14.0,0.8571428571428571,2022->2023,-1.0177709542082987
2023,App State,14,8.531069788275746,8.5,9.0,14.0,0.6428571428571429,2022->2023,-0.4689302117242544
2023,Arizona,13,4.655830633762774,4.5,10.0,13.0,0.7692307692307693,2022->2023,-5.344169366237226
2023,Arizona State,12,4.2285359727490555,3.5,3.0,12.0,0.25,2022->2023,1.2285359727490555
2023,Arkansas,12,7.456627093171268,6.5,4.0,12.0,0.3333333333333333,2022->2023,3.456627093171268
2023,Arkansas State,13,4.680072043985915,4.5,6.0,13.0,0.4615384615384615,2022->2023,-1.3199279560140846
2023,Army,12,7.028975310583665,6.5,6.0,12.0,0.5,2022->2023,1.0289753105836654
2023,Auburn,13,6.175556852143577,5.5,6.0,13.0,0.4615384615384615,2022->2023,0.1755568521435773
2023,BYU,11,3.686459957645697,3.5,5.0,12.0,0.4166666666666667,2022->2023,-1.3135400423543029
2023,Ball State,12,4.953445197775234,4.5,4.0,12.0,0.3333333333333333,2022->2023,0.9534451977752338
2023,Baylor,12,6.735732856280164,6.5,3.0,12.0,0.25,2022->2023,3.7357328562801637
2023,Boise State,14,9.247140618123675,8.5,8.0,14.0,0.5714285714285714,2022->2023,1.2471406181236748
2023,Boston College,13,4.301485001627221,3.5,7.0,13.0,0.5384615384615384,2022->2023,-2.6985149983727794
2023,Bowling Green,13,4.30371269553722,3.5,7.0,13.0,0.5384615384615384,2022->2023,-2.69628730446278
2023,Buffalo,12,6.1120899451457165,5.5,3.0,12.0,0.25,2022->2023,3.1120899451457165
2023,California,13,4.151806067573734,3.5,6.0,13.0,0.4615384615384615,2022->2023,-1.8481939324262662
2023,Central Michigan,12,4.8521270292581695,4.5,5.0,12.0,0.4166666666666667,2022->2023,-0.14787297074183048
2023,Charlotte,12,3.505684196092327,2.5,3.0,12.0,0.25,2022->2023,0.5056841960923268
2023,Cincinnati,12,8.115951336565015,7.5,3.0,12.0,0.25,2022->2023,5.115951336565015
2023,Clemson,13,9.802525801094378,9.5,9.0,13.0,0.6923076923076923,2022->2023,0.8025258010943777
2023,Coastal Carolina,12,7.00703231128545,6.5,8.0,13.0,0.6153846153846154,2022->2023,-0.9929676887145504
2023,Colorado,12,1.8412057318667785,1.5,4.0,12.0,0.3333333333333333,2022->2023,-2.1587942681332217
2023,Colorado State,12,3.6375201031432467,3.5,5.0,12.0,0.4166666666666667,2022->2023,-1.3624798968567533
2023,Duke,13,7.1244384322363326,6.5,8.0,13.0,0.6153846153846154,2022->2023,-0.8755615677636674
2023,East Carolina,12,6.633012014421146,6.5,2.0,12.0,0.1666666666666666,2022->2023,4.633012014421146
2023,Eastern Michigan,12,7.253910863595244,6.5,6.0,13.0,0.4615384615384615,2022->2023,1.2539108635952436
2023,Florida,12,5.952444415107153,5.5,5.0,12.0,0.4166666666666667,2022->2023,0.9524444151071529
2023,Florida Atlantic,12,5.140912783178447,4.5,4.0,12.0,0.3333333333333333,2022->2023,1.1409127831784467
2023,Florida International,10,2.1177761230805228,1.5,4.0,12.0,0.3333333333333333,2022->2023,-1.8822238769194772
2023,Florida State,14,9.18777838292211,8.5,13.0,14.0,0.9285714285714286,2022->2023,-3.81222161707789
2023,Fresno State,13,9.531424105307552,9.5,9.0,13.0,0.6923076923076923,2022->2023,0.5314241053075524
2023,Georgia,14,12.527685642415051,12.5,13.0,14.0,0.9285714285714286,2022->2023,-0.4723143575849491
2023,Georgia Southern,13,6.182004386412859,5.5,6.0,13.0,0.4615384615384615,2022->2023,0.1820043864128591
2023,Georgia State,13,6.6013935050898365,6.5,7.0,13.0,0.5384615384615384,2022->2023,-0.39860649491016353
2023,Georgia Tech,13,3.712470983295876,3.5,7.0,13.0,0.5384615384615384,2022->2023,-3.287529016704124
2023,Hawai'i,13,3.4125809097771693,2.5,5.0,13.0,0.3846153846153846,2022->2023,-1.5874190902228307
2023,Houston,11,4.205665922646897,3.5,4.0,12.0,0.3333333333333333,2022->2023,0.20566592264689731
2023,Illinois,12,8.492313470858628,8.5,5.0,12.0,0.4166666666666667,2022->2023,3.492313470858628
2023,Indiana,12,3.6668567779744645,3.5,3.0,12.0,0.25,2022->2023,0.6668567779744645
2023,Iowa,14,8.646161505031104,8.5,10.0,14.0,0.7142857142857143,2022->2023,-1.3538384949688957
2023,Iowa State,13,5.498788331276355,4.5,7.0,13.0,0.5384615384615384,2022->2023,-1.501211668723645
2023,James Madison,13,8.92838707328908,8.5,11.0,13.0,0.8461538461538461,2022->2023,-2.0716129267109196
2023,Kansas,13,5.905077056085776,5.5,9.0,13.0,0.6923076923076923,2022->2023,-3.0949229439142236
2023,Kansas State,13,9.636250621404278,9.5,9.0,13.0,0.6923076923076923,2022->2023,0.6362506214042778
2023,Kent State,12,5.2231358142263264,4.5,1.0,12.0,0.0833333333333333,2022->2023,4.2231358142263264
2023,Kentucky,13,7.402786643285526,6.5,7.0,13.0,0.5384615384615384,2022->2023,0.40278664328552605
2023,LSU,13,8.475339233996204,8.5,10.0,13.0,0.7692307692307693,2022->2023,-1.5246607660037963
2023,Liberty,12,8.355507164185596,7.5,13.0,14.0,0.9285714285714286,2022->2023,-4.644492835814404
2023,Louisiana,12,7.509097706890266,7.5,6.0,13.0,0.4615384615384615,2022->2023,1.509097706890266
2023,Louisiana Tech,10,3.3153823488330114,2.5,3.0,12.0,0.25,2022->2023,0.3153823488330114
2023,Louisville,14,9.200016465613038,8.5,10.0,14.0,0.7142857142857143,2022->2023,-0.7999835343869623
2023,Marshall,13,7.791986395004895,7.5,6.0,13.0,0.4615384615384615,2022->2023,1.791986395004895
2023,Maryland,13,8.494231134730454,8.5,8.0,13.0,0.6153846153846154,2022->2023,0.49423113473045355
2023,Massachusetts,12,2.13818038051449,1.5,3.0,12.0,0.25,2022->2023,-0.8618196194855101
2023,Memphis,13,8.98174473273013,8.5,10.0,13.0,0.7692307692307693,2022->2023,-1.0182552672698701
2023,Miami,13,6.593789606100418,6.5,7.0,13.0,0.5384615384615384,2022->2023,-0.406210393899582
2023,Miami (OH),14,6.448432977657083,5.5,11.0,14.0,0.7857142857142857,2022->2023,-4.551567022342917
2023,Michigan,15,12.81798158631783,12.5,15.0,15.0,1.0,2022->2023,-2.1820184136821705
2023,Michigan State,12,4.931903316645063,4.5,4.0,12.0,0.3333333333333333,2022->2023,0.9319033166450632
2023,Middle Tennessee,10,5.434641453833738,4.5,4.0,12.0,0.3333333333333333,2022->2023,1.4346414538337378
2023,Minnesota,13,8.75833680868267,8.5,6.0,13.0,0.4615384615384615,2022->2023,2.758336808682669
2023,Mississippi State,12,7.926192326981401,7.5,5.0,12.0,0.4166666666666667,2022->2023,2.9261923269814014
2023,Missouri,13,5.793318506036899,5.5,11.0,13.0,0.8461538461538461,2022->2023,-5.206681493963101
2023,NC State,13,7.688577143845949,7.5,9.0,13.0,0.6923076923076923,2022->2023,-1.311422856154051
2023,Navy,12,5.305903739871409,4.5,5.0,12.0,0.4166666666666667,2022->2023,0.3059037398714093
2023,Nebraska,12,5.192760731156645,4.5,5.0,12.0,0.4166666666666667,2022->2023,0.19276073115664527
2023,Nevada,12,3.776681706748207,3.5,2.0,12.0,0.1666666666666666,2022->2023,1.776681706748207
2023,New Mexico,12,3.5137295669680064,2.5,4.0,12.0,0.3333333333333333,2022->2023,-0.4862704330319936
2023,New Mexico State,13,5.60106495968865,5.5,10.0,15.0,0.6666666666666666,2022->2023,-4.39893504031135
2023,North Carolina,13,7.929321832356799,7.5,8.0,13.0,0.6153846153846154,2022->2023,-0.07067816764320067
2023,North Texas,12,6.856408118088644,6.5,5.0,12.0,0.4166666666666667,2022->2023,1.8564081180886438
2023,Northern Illinois,13,4.909384155674654,4.5,7.0,13.0,0.5384615384615384,2022->2023,-2.090615844325346
2023,Northwestern,13,2.6835338762303915,2.5,8.0,13.0,0.6153846153846154,2022->2023,-5.316466123769608
2023,Notre Dame,13,7.5798951343369385,7.5,10.0,13.0,0.7692307692307693,2022->2023,-2.4201048656630615
2023,Ohio,13,8.580940778918704,8.5,10.0,13.0,0.7692307692307693,2022->2023,-1.4190592210812962
2023,Ohio State,13,11.229751472870522,10.5,11.0,13.0,0.8461538461538461,2022->2023,0.22975147287052167
2023,Oklahoma,13,8.778703117659965,8.5,10.0,13.0,0.7692307692307693,2022->2023,-1.2212968823400345
2023,Oklahoma State,14,8.246255647680409,7.5,10.0,14.0,0.7142857142857143,2022->2023,-1.7537443523195915
2023,Old Dominion,13,3.795728855546586,3.5,6.0,13.0,0.4615384615384615,2022->2023,-2.204271144453414
2023,Ole Miss,13,8.012663574958209,7.5,11.0,13.0,0.8461538461538461,2022->2023,-2.987336425041791
2023,Oregon,14,10.566636857053265,10.5,12.0,14.0,0.8571428571428571,2022->2023,-1.4333631429467353
2023,Oregon State,13,9.061516381560244,8.5,8.0,13.0,0.6153846153846154,2022->2023,1.061516381560244
2023,Penn State,13,9.93286001947007,9.5,10.0,13.0,0.7692307692307693,2022->2023,-0.0671399805299302
2023,Pittsburgh,12,7.29375125032089,6.5,3.0,12.0,0.25,2022->2023,4.29375125032089
2023,Purdue,12,6.261376411295931,5.5,4.0,12.0,0.3333333333333333,2022->2023,2.261376411295931
2023,Rice,13,4.185950697567232,3.5,6.0,13.0,0.4615384615384615,2022->2023,-1.8140493024327684
2023,Rutgers,13,4.2788515239772815,3.5,7.0,13.0,0.5384615384615384,2022->2023,-2.7211484760227185
2023,SMU,14,9.02100365504596,8.5,11.0,14.0,0.7857142857142857,2022->2023,-1.9789963449540409
2023,San Diego State,12,6.379530812088549,5.5,4.0,12.0,0.3333333333333333,2022->2023,2.379530812088549
2023,San José State,13,6.643387235139217,6.5,7.0,13.0,0.5384615384615384,2022->2023,-0.35661276486078286
2023,South Alabama,13,9.535023846907157,9.5,7.0,13.0,0.5384615384615384,2022->2023,2.5350238469071567
